City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Healdsburg,US,38.6105,-122.8692,73.54,61,0,5.75,clear sky
345,Kargasok,RU,59.0556,80.8572,65.01,70,30,9.42,scattered clouds
346,Kalengwa,ZM,-13.4659,25.0027,51.4,51,0,4.92,clear sky
347,Lunavada,IN,23.1333,73.6167,78.39,94,100,7.54,overcast clouds
348,Umm Kaddadah,SD,13.6017,26.6876,80.67,61,70,9.19,broken clouds
349,Mogadishu,SO,2.0371,45.3438,75.42,79,46,17.16,scattered clouds
350,Coquimbo,CL,-29.9533,-71.3436,51.53,81,0,3.44,clear sky
351,Haines Junction,CA,60.7522,-137.5108,55.2,58,86,9.04,overcast clouds
352,Neiafu,TO,-18.65,-173.9833,81.28,78,20,9.22,few clouds
353,Cayenne,GF,4.9333,-52.3333,82.09,1,0,0.0,clear sky
354,Victoria,HK,22.2855,114.1577,86.97,90,55,3.0,light rain
355,Esperance,AU,-33.8667,121.9,60.51,68,19,17.11,few clouds
356,Ringas,IN,27.35,75.5667,81.32,77,100,5.82,overcast clouds
357,Altamirano,MX,16.8833,-92.15,56.08,99,91,1.12,overcast clouds
358,Sebinkarahisar,TR,40.2883,38.4236,56.64,84,7,2.51,clear sky
359,Andenes,NO,69.3143,16.1194,49.98,81,75,11.5,broken clouds
360,Half Moon Bay,US,37.4636,-122.4286,71.06,76,0,18.41,clear sky
361,Bourail,NC,-21.5667,165.4833,73.89,79,88,8.63,overcast clouds
362,Den Helder,NL,52.9599,4.7593,62.58,92,75,1.99,broken clouds
363,Hami,CN,42.8,93.45,94.87,16,0,14.72,clear sky
364,Kampot,KH,10.6167,104.1833,80.65,78,100,9.15,overcast clouds
365,Lingao,CN,19.9103,109.6859,86.0,74,100,13.27,overcast clouds
366,Sikasso,ML,10.9167,-7.0,72.82,90,7,4.85,clear sky
367,Mandalgovi,MN,45.7625,106.2708,70.12,52,5,14.81,clear sky
368,Katsuura,JP,35.1333,140.3,84.58,76,36,18.52,scattered clouds
369,Lahan,NP,26.7296,86.4951,89.28,66,12,9.35,few clouds
370,Vanderhoof,CA,54.0166,-124.0198,72.7,41,36,10.22,scattered clouds
371,Tiksi,RU,71.6872,128.8694,49.69,97,100,6.53,light rain
372,High Rock,BS,26.6208,-78.2833,83.71,71,98,12.68,overcast clouds
373,Yarada,IN,17.65,83.2667,79.12,89,100,8.05,drizzle
374,Ketchikan,US,55.3422,-131.6461,61.27,72,100,6.91,overcast clouds
375,Kununurra,AU,-15.7667,128.7333,89.58,37,96,8.05,overcast clouds
376,Atasu,KZ,48.6814,71.6433,70.43,39,99,8.86,moderate rain
377,Carndonagh,IE,55.25,-7.2667,50.59,96,100,5.79,overcast clouds
378,Poroszlo,HU,47.65,20.6667,63.37,49,26,9.13,scattered clouds
379,Huilong,CN,31.8111,121.655,92.93,59,13,14.67,few clouds
380,Comodoro Rivadavia,AR,-45.8667,-67.5,39.06,93,40,5.75,scattered clouds
381,Velyka Lepetykha,UA,47.1757,33.9436,75.2,52,1,11.39,clear sky
382,Digha,IN,21.6833,87.55,83.95,82,100,9.89,heavy intensity rain
383,Ati,TD,13.2154,18.3353,79.34,77,100,11.03,overcast clouds
384,Burevestnik,RU,56.144,43.7883,65.95,88,20,6.71,few clouds
385,Shimoda,JP,34.6667,138.95,85.1,73,20,12.39,few clouds
386,Burnie,AU,-41.0667,145.9167,53.94,59,18,5.08,few clouds
387,Leningradskiy,RU,69.3833,178.4167,32.88,95,100,19.93,light snow
388,Sierra Madre,US,34.1617,-118.0528,91.92,44,0,5.75,clear sky
389,San Quintin,MX,30.4833,-115.95,73.45,83,40,4.97,scattered clouds
390,Morshansk,RU,53.4435,41.8107,66.22,57,16,4.61,few clouds
391,Linares,CL,-35.85,-71.6,42.13,92,6,3.15,clear sky
392,Kasongo-Lunda,CD,-6.4667,16.8167,66.99,44,65,0.63,broken clouds
393,Lavrentiya,RU,65.5833,-171.0,39.0,75,100,14.03,light rain
394,Viedma,AR,-40.8135,-62.9967,40.71,83,100,4.56,overcast clouds
395,Fort Nelson,CA,58.8053,-122.7002,60.39,67,75,6.91,light rain
396,Muroto,JP,33.2833,134.15,85.1,73,17,9.98,few clouds
397,Bela,IN,25.9333,81.9833,90.32,59,0,12.46,clear sky
398,Coahuayana,MX,18.7333,-103.6833,78.49,86,80,1.52,broken clouds
399,Taoudenni,ML,22.6783,-3.9836,97.39,12,1,10.07,clear sky
400,Santa Isabel,BR,-23.3156,-46.2214,63.7,90,100,1.88,light rain
401,Kiunga,PG,-6.1219,141.2906,85.91,66,76,3.44,broken clouds
402,Nishihara,JP,26.1842,127.7558,89.26,62,40,9.22,scattered clouds
403,Flinders,AU,-34.5833,150.8552,64.18,55,34,5.99,scattered clouds
404,Ardakan,IR,32.31,54.0175,89.65,17,0,2.15,clear sky
405,Waidhofen,DE,48.5833,11.3333,56.71,88,40,2.3,scattered clouds
406,Beloha,MG,-25.1667,45.05,61.09,95,11,7.99,few clouds
407,Port Blair,IN,11.6667,92.75,81.9,82,100,21.18,overcast clouds
408,Dambulla,LK,7.86,80.6517,78.76,72,100,16.04,overcast clouds
409,Berlevag,NO,70.8578,29.0864,50.0,93,75,24.16,light intensity drizzle rain
410,Verkhovazhye,RU,60.7472,42.0465,55.96,81,100,3.69,overcast clouds
411,Inirida,CO,3.8653,-67.9239,74.59,93,45,3.24,scattered clouds
412,Santa Luzia,BR,-19.7697,-43.8514,68.9,53,31,3.29,scattered clouds
413,Limulunga,ZM,-15.0969,23.1376,54.16,40,0,6.2,clear sky
414,Solnechnyy,RU,50.7214,136.6319,65.5,99,100,2.62,overcast clouds
415,Ambunti,PG,-4.2365,142.8448,86.95,68,99,2.48,overcast clouds
416,Sabha,LY,27.0377,14.4283,80.92,26,0,11.1,clear sky
417,Itupiranga,BR,-5.1347,-49.3267,77.32,57,27,1.9,scattered clouds
418,Griffith,US,41.5284,-87.4237,79.05,96,100,0.0,overcast clouds
419,San Policarpo,PH,12.1791,125.5072,83.7,68,83,3.27,broken clouds
420,Mount Isa,AU,-20.7333,139.5,73.17,17,0,12.66,clear sky
421,Kurchum,KZ,48.5722,83.6542,76.73,28,15,3.44,few clouds
422,Egvekinot,RU,66.3167,-179.1667,42.46,42,100,10.16,overcast clouds
423,Kilindoni,TZ,-7.9139,39.6668,75.4,72,46,14.52,scattered clouds
424,Sokyryany,UA,48.4475,27.4168,58.21,97,21,6.29,few clouds
425,Bluefield,US,37.2698,-81.2223,70.39,90,0,3.44,clear sky
426,Barcelos,PT,41.5388,-8.6151,65.91,94,6,2.15,clear sky
427,Alofi,NU,-19.0595,-169.9187,76.91,75,1,20.78,clear sky
428,Salinopolis,BR,-0.6136,-47.3561,78.37,85,62,11.23,broken clouds
429,Thunder Bay,CA,48.4001,-89.3168,57.79,58,94,1.59,overcast clouds
430,Brae,GB,60.3964,-1.353,55.92,93,100,12.91,overcast clouds
431,Mayumba,GA,-3.432,10.6554,66.97,91,69,2.62,broken clouds
432,Labuhan,ID,-6.8844,112.2051,84.72,61,14,3.62,few clouds
433,Red Bluff,US,40.1785,-122.2358,91.53,29,0,10.36,clear sky
434,Arman,RU,59.7,150.1667,68.02,59,94,5.95,overcast clouds
435,Rayong,TH,12.8333,101.4333,81.28,94,100,3.47,moderate rain
436,Chapaevsk,RU,52.9813,49.7112,70.14,57,35,4.09,scattered clouds
437,Palana,RU,59.1167,159.9667,57.65,64,71,7.11,broken clouds
438,Am Timan,TD,11.0297,20.2827,70.38,96,100,6.55,light rain
439,Bonavista,CA,48.6499,-53.1147,66.38,92,100,21.74,overcast clouds
440,Geilo,NO,60.5333,8.2076,47.39,89,26,4.29,scattered clouds
441,Vanavara,RU,60.34,102.2797,65.3,52,44,7.74,scattered clouds
442,Leshukonskoye,RU,64.8989,45.7622,57.52,73,100,6.22,overcast clouds
443,Sakakah,SA,29.9697,40.2064,93.24,24,36,6.87,scattered clouds
444,Port Augusta,AU,-32.5,137.7667,62.69,36,0,6.13,clear sky
445,Denpasar,ID,-8.65,115.2167,82.06,74,40,12.66,scattered clouds
446,Constitucion,CL,-35.3333,-72.4167,46.62,87,0,8.12,clear sky
447,Okhotsk,RU,59.3833,143.3,56.7,80,100,20.11,light rain
448,Moshenskoye,RU,58.5102,34.5911,52.09,80,41,1.14,scattered clouds
449,Teguise,ES,29.0605,-13.564,66.42,88,0,17.27,clear sky
450,Saint-Georges,GD,12.0564,-61.7485,80.26,84,17,9.57,few clouds
451,Chilca,PE,-12.5211,-76.7372,60.42,85,93,6.67,overcast clouds
452,Chake Chake,TZ,-5.2459,39.7666,70.81,82,99,8.1,light rain
453,Semey,KZ,50.4111,80.2275,71.82,43,0,4.47,clear sky
454,Salta,AR,-24.7859,-65.4117,57.58,70,43,3.0,scattered clouds
455,College,US,64.8569,-147.8028,59.58,67,75,5.75,broken clouds
456,Bay Roberts,CA,47.5999,-53.2648,69.15,93,100,11.01,overcast clouds
457,Samarai,PG,-10.6167,150.6667,81.25,72,44,11.72,scattered clouds
458,Mananjary,MG,-21.2167,48.3333,61.52,93,10,4.16,clear sky
459,Tortoli,IT,39.9256,9.6572,77.27,65,0,4.18,clear sky
460,Havoysund,NO,70.9963,24.6622,50.23,88,100,20.49,light rain
461,Prince George,CA,53.9166,-122.753,76.62,41,21,3.0,few clouds
462,Sulangan,PH,11.1373,123.7228,82.2,72,90,3.6,overcast clouds
463,Zeya,RU,53.75,127.2667,56.75,98,100,2.8,light rain
464,Svetlogorsk,BY,52.6333,29.7333,53.01,96,3,5.77,clear sky
465,Daoukro,CI,7.0591,-3.9631,67.82,93,51,4.83,broken clouds
466,Windsor,CA,42.3001,-83.0165,80.11,81,100,6.67,overcast clouds
467,Sofiyivka,UA,48.0493,33.8746,68.23,51,0,8.57,clear sky
468,San Jose,US,37.3394,-121.895,72.28,64,0,13.8,clear sky
469,Jerantut,MY,3.936,102.3626,81.97,81,94,0.4,overcast clouds
470,Muli,MV,2.9167,73.5667,81.41,76,100,10.25,overcast clouds
471,Faanui,PF,-16.4833,-151.75,76.51,69,79,25.32,broken clouds
472,Lokosovo,RU,61.1333,74.8167,66.63,58,100,3.04,overcast clouds
473,Puerto Baquerizo Moreno,EC,-0.9,-89.6,68.38,79,65,11.86,broken clouds
474,Hambantota,LK,6.1241,81.1185,80.49,75,87,19.53,overcast clouds
475,Inhambane,MZ,-23.865,35.3833,67.95,84,2,9.35,clear sky
476,Nicoya,CR,10.1483,-85.452,75.09,91,100,0.72,overcast clouds
477,Anadyr,RU,64.75,177.4833,50.49,49,75,24.61,broken clouds
478,Westport,US,41.1415,-73.3579,82.22,85,0,9.22,clear sky
479,Payo,ID,-3.7508,103.6372,85.33,58,39,3.44,scattered clouds
480,Presidente Olegario,BR,-18.4178,-46.4181,67.05,41,6,1.57,clear sky
481,Tomakivka,UA,47.8157,34.7414,69.58,49,0,8.88,clear sky
482,Sayyan,YE,15.1718,44.3244,60.87,74,72,2.3,broken clouds
483,Srivardhan,IN,18.0333,73.0167,78.12,93,100,7.76,moderate rain
484,Rochester,US,43.1548,-77.6156,81.63,82,75,4.61,broken clouds
485,Vanimo,PG,-2.6741,141.3028,82.22,79,91,7.74,overcast clouds
486,Miraflores,MX,19.2167,-98.8083,59.65,85,100,3.0,overcast clouds
487,Synya,RU,65.3718,58.0387,71.49,59,3,8.99,clear sky
488,Tanout,NE,14.9709,8.8879,83.37,59,97,12.97,overcast clouds
489,Aguas Vermelhas,BR,-15.7472,-41.46,60.89,97,11,2.57,few clouds
490,Port Moresby,PG,-9.4431,147.1797,84.16,68,25,16.49,scattered clouds
491,Buraydah,SA,26.326,43.975,94.59,22,18,9.13,few clouds
492,Berezovyy,RU,51.6667,135.7,61.68,92,100,1.7,light rain
493,Kamina,CD,-8.7386,24.9906,59.72,42,84,4.54,broken clouds
494,Maitum,PH,6.0392,124.4986,82.08,74,95,4.41,overcast clouds
495,Alamosa,US,37.4695,-105.87,62.58,72,40,3.44,scattered clouds
496,Araouane,ML,18.9048,-3.5265,93.42,27,20,11.7,few clouds
497,Kendari,ID,-3.945,122.4989,86.05,61,75,1.63,broken clouds
498,Campo Bom,BR,-29.6789,-51.0533,59.94,91,100,4.79,overcast clouds
499,Stawell,AU,-37.05,142.7667,53.67,55,1,1.52,clear sky
500,Grand Forks,US,47.9417,-97.4337,58.78,88,100,5.75,overcast clouds
501,West Bay,KY,19.3667,-81.4167,84.27,81,20,9.22,few clouds
502,Tevaitoa,PF,-16.7833,-151.5,76.26,70,56,25.77,broken clouds
503,Rye,US,40.9807,-73.6837,86.92,78,9,1.01,clear sky
504,Ust-Maya,RU,60.4167,134.5333,68.32,51,97,10.42,overcast clouds
505,Chowchilla,US,37.123,-120.2602,92.03,37,0,5.75,clear sky
506,Payyannur,IN,12.1,75.2,78.96,87,100,14.7,overcast clouds
507,Pando,UY,-34.7167,-55.95,50.9,81,75,10.36,broken clouds
508,Sabang,ID,5.8933,95.3214,82.02,70,100,13.62,overcast clouds
509,Elmshorn,DE,53.75,9.65,54.99,93,6,2.64,clear sky
510,San Carlos,VE,9.6612,-68.5827,73.06,96,28,2.73,scattered clouds
511,Ndele,CF,8.4109,20.6473,68.85,98,93,3.96,overcast clouds
512,Tomatlan,MX,19.9333,-105.25,77.11,85,100,2.59,overcast clouds
513,Lata,PT,40.1629,-8.3327,59.63,89,0,1.88,clear sky
514,Lufilufi,WS,-13.8745,-171.5986,79.45,79,19,17.6,light rain
515,Walvis Bay,NA,-22.9575,14.5053,54.61,82,7,7.16,clear sky
516,Rexburg,US,43.826,-111.7897,76.51,55,0,0.0,clear sky
517,Srednekolymsk,RU,67.45,153.6833,71.47,31,72,14.65,broken clouds
518,Jalu,LY,29.0331,21.5482,77.54,69,0,10.04,clear sky
519,Aquiraz,BR,-3.9014,-38.3911,80.69,85,21,12.55,few clouds
520,Madimba,TZ,-10.4,40.3333,66.83,90,81,7.38,light rain
521,Liku,ID,-0.7275,119.8922,82.81,75,94,1.68,light rain
522,Isahaya,JP,32.8411,130.0431,88.36,75,71,8.41,broken clouds
523,Yulara,AU,-25.2406,130.9889,68.27,22,5,16.2,clear sky
524,Goundi,TD,9.3627,17.366,70.38,90,66,4.03,broken clouds
525,Krasnovishersk,RU,60.4078,57.082,68.36,71,62,1.92,broken clouds
526,Noumea,NC,-22.2763,166.4572,78.78,99,56,12.28,broken clouds
527,Toamasina,MG,-18.1667,49.3833,65.71,87,45,7.52,scattered clouds
528,Tarakan,ID,3.3,117.6333,83.7,79,75,3.44,broken clouds
529,Wainwright,CA,52.839,-110.8572,65.14,78,0,3.04,clear sky
530,Rincon,US,32.296,-81.2354,81.86,89,40,4.61,scattered clouds
531,Bereda,ES,43.2686,-7.5406,59.14,100,19,4.61,few clouds
532,Harer,ET,9.3094,42.1258,59.34,75,90,10.27,overcast clouds
533,Ghogha,IN,21.6833,72.2833,82.51,83,75,3.44,haze
534,Aktanysh,RU,55.7216,54.0829,72.01,65,74,2.77,broken clouds
535,Abha,SA,18.2164,42.5053,62.85,94,40,0.0,scattered clouds
536,Piripiri,BR,-4.2733,-41.7769,71.91,83,7,1.95,clear sky
537,Wilmington,US,34.2257,-77.9447,81.86,78,0,3.44,clear sky
538,Miri,MY,4.4148,114.0089,85.73,63,84,3.91,broken clouds
539,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,83,40,14.97,scattered clouds
540,Antofagasta,CL,-23.65,-70.4,56.48,70,0,8.19,clear sky
541,Homer,US,59.6425,-151.5483,55.8,64,100,10.0,overcast clouds
542,Pisco,PE,-13.7,-76.2167,59.02,82,6,5.75,haze
543,Sibolga,ID,1.7427,98.7792,83.93,64,85,3.18,overcast clouds
544,Huarmey,PE,-10.0681,-78.1522,62.49,84,86,10.04,overcast clouds
545,Kungurtug,RU,50.5994,97.5228,70.93,27,62,1.63,broken clouds
546,Khandyga,RU,62.6667,135.6,60.96,76,100,1.72,overcast clouds
547,Uhlove,UA,44.8215,33.6045,71.73,59,0,10.56,clear sky
548,Safford,US,32.834,-109.7076,81.1,61,0,12.66,clear sky
549,Kitimat,CA,54.0524,-128.6534,69.91,60,23,3.0,few clouds
550,Mattawa,US,46.7379,-119.9028,86.02,17,0,5.46,clear sky
551,Banda Aceh,ID,5.5577,95.3222,83.95,62,100,10.31,overcast clouds
552,Sur,OM,22.5667,59.5289,90.14,53,49,3.24,scattered clouds
553,Dom Pedrito,BR,-30.9828,-54.6731,50.32,86,100,12.08,overcast clouds
554,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,55.47,80,43,5.01,scattered clouds
555,Namatanai,PG,-3.6667,152.4333,82.62,74,48,7.87,light rain
556,Nokaneng,BW,-19.6667,22.2667,60.67,32,3,6.15,clear sky
557,Gourcy,BF,13.2167,-2.35,79.97,73,64,5.26,broken clouds
558,Yarovoye,RU,52.9273,78.58,68.52,64,24,8.16,few clouds
559,Komsomolskiy,UZ,40.4272,71.7189,87.78,21,5,6.53,clear sky
560,Sumbe,AO,-11.2061,13.8437,67.57,85,95,3.22,overcast clouds
561,Torrington,US,41.8007,-73.1212,77.76,94,13,1.99,few clouds
562,Nguru,NG,12.8791,10.4526,78.19,79,100,10.29,light rain
563,Coffs Harbour,AU,-30.3,153.1333,66.16,45,40,18.41,scattered clouds
564,Gorontalo,ID,0.5412,123.0595,83.84,73,100,2.93,overcast clouds
565,Belle Fourche,US,44.6714,-103.8522,72.45,61,0,3.51,clear sky
566,Magadan,RU,59.5667,150.8,67.53,63,98,6.44,overcast clouds
567,Sun Valley,US,39.5963,-119.776,85.93,37,75,13.8,broken clouds
568,Yerbogachen,RU,61.2767,108.0108,55.27,75,100,7.29,overcast clouds
569,Puerto Madero,MX,14.7208,-92.4215,77.2,100,40,0.0,scattered clouds
570,Along,IN,28.1667,94.7667,90.41,64,47,1.19,scattered clouds
571,Celestun,MX,20.8667,-90.4,75.04,88,99,5.03,overcast clouds
572,Dhidhdhoo,MV,6.8833,73.1,80.53,83,100,16.31,overcast clouds
573,Piacabucu,BR,-10.4056,-36.4344,72.7,71,34,7.74,scattered clouds
574,Takoradi,GH,4.8845,-1.7554,75.31,72,83,11.92,broken clouds
575,Alta Floresta,BR,-9.8756,-56.0861,74.08,73,41,1.97,scattered clouds
576,Antalaha,MG,-14.9003,50.2788,63.52,90,19,6.93,few clouds
577,Tagab,AF,34.855,69.6492,80.4,21,0,4.99,clear sky
578,Panguna,PG,-6.3164,155.4848,76.3,82,58,0.45,light rain
579,Merauke,ID,-8.4667,140.3333,82.44,74,31,17.38,scattered clouds
580,Wanaka,NZ,-44.7,169.15,40.1,56,78,5.99,light rain
581,Baiyin,CN,36.5583,104.2081,81.28,49,71,7.05,broken clouds
582,Mitsamiouli,KM,-11.3847,43.2844,75.07,67,9,8.23,clear sky
583,Olovyannaya,RU,50.95,115.5667,66.33,40,6,16.44,clear sky
584,Mossendjo,CG,-2.9506,12.7261,63.59,89,33,2.8,scattered clouds
585,Lichinga,MZ,-13.3128,35.2406,51.96,60,0,7.27,clear sky
586,Linxia,CN,35.6003,103.2064,80.94,50,53,4.65,broken clouds
587,Fairborn,US,39.8209,-84.0194,79.25,86,40,6.91,scattered clouds
588,Bilsi,IN,28.1333,78.9167,85.03,71,100,6.38,overcast clouds
589,Tromso,NO,69.6496,18.957,50.02,87,100,4.61,light rain
590,Sampit,ID,-2.5333,112.95,86.68,52,87,4.38,overcast clouds
591,Shepetivka,UA,50.1855,27.0637,57.47,89,99,5.26,overcast clouds
592,Paka,MY,4.6374,103.4368,84.02,70,100,8.03,moderate rain
593,Dawlatabad,AF,36.4141,64.9053,84.34,23,0,4.03,clear sky
594,Ileza,RU,61.0533,43.9002,56.34,95,100,3.18,overcast clouds
595,Moussoro,TD,13.6408,16.4901,79.39,68,80,12.33,broken clouds
596,Coolum Beach,AU,-26.5333,153.1,70.34,42,0,8.46,clear sky
597,Bardiyah,LY,31.7561,25.0865,77.41,79,0,13.91,clear sky
598,Cukai,MY,4.25,103.4167,83.28,73,100,7.02,overcast clouds
599,Kristiansund,NO,63.1115,7.732,55.45,94,100,10.36,light intensity drizzle
600,Belyy Yar,RU,53.6039,91.3903,67.86,56,0,4.47,clear sky
601,Hervey Bay,AU,-25.2986,152.8535,68.02,44,0,11.99,clear sky
602,Impfondo,CG,1.6381,18.0667,70.05,97,57,1.79,broken clouds
603,Zlobin,HR,45.2924,14.6541,70.9,47,0,5.75,clear sky
604,Vestmannaeyjar,IS,63.4427,-20.2734,51.57,84,55,19.15,broken clouds
605,Oussouye,SN,12.485,-16.5469,74.8,91,100,3.4,light rain
606,Nanortalik,GL,60.1432,-45.2371,44.46,79,26,4.81,scattered clouds
607,Ahipara,NZ,-35.1667,173.1667,59.85,78,3,8.61,clear sky
608,Mabaruma,GY,8.2,-59.7833,74.8,93,53,2.8,broken clouds
609,Zamardi,HU,46.8849,17.9537,64.24,73,100,4.47,overcast clouds
610,Kaliua,TZ,-5.0606,31.7936,60.12,43,1,6.31,clear sky
611,Maniitsoq,GL,65.4167,-52.9,40.48,93,100,6.13,overcast clouds
612,Kalmunai,LK,7.4167,81.8167,81.55,63,100,6.82,overcast clouds
613,Marzuq,YE,14.4,46.4667,76.32,69,14,6.17,few clouds
614,Vostok,RU,46.4856,135.8833,68.72,95,99,5.19,overcast clouds
615,Belaya Gora,RU,68.5333,146.4167,70.25,40,47,9.42,scattered clouds
616,Pasco,US,28.292,-82.4165,79.05,79,57,7.54,broken clouds
617,Ovalle,CL,-30.5983,-71.2003,50.54,71,0,3.83,clear sky
618,Isangel,VU,-19.55,169.2667,82.51,74,75,6.91,broken clouds
619,Buala,SB,-8.145,159.5921,82.67,72,100,2.35,light rain
620,Laja,CL,-37.2667,-72.7,41.23,97,22,1.1,few clouds
621,Palu,ID,-0.8917,119.8707,84.31,77,81,2.46,moderate rain
622,Saint Anthony,US,45.0205,-93.218,66.49,94,100,11.5,moderate rain
623,Nalut,LY,30.3333,10.85,77.76,38,0,11.81,clear sky
624,La Palma,US,33.8464,-118.0467,89.96,69,0,8.05,clear sky
625,Rawah,IQ,34.4816,41.9093,83.79,31,2,10.13,clear sky
626,Arboletes,CO,8.8505,-76.4269,79.0,84,100,5.61,overcast clouds
627,Del Rio,US,29.3627,-100.8968,93.31,33,0,14.97,clear sky
628,Storforshei,NO,66.4043,14.5233,46.18,100,100,1.14,overcast clouds
629,Xining,CN,36.6167,101.7667,79.81,50,13,2.75,few clouds
630,Encamp,AD,42.5333,1.6333,52.41,74,20,2.89,few clouds
631,Biryusinsk,RU,55.9634,97.8235,70.12,51,3,0.87,clear sky
632,Avera,US,33.194,-82.5271,77.05,78,96,4.21,overcast clouds
633,Ewa Beach,US,21.3156,-158.0072,85.98,59,0,14.97,clear sky
634,Yeppoon,AU,-23.1333,150.7333,69.58,38,0,5.77,clear sky
635,Big Bend,SZ,-26.8167,31.9333,63.05,94,13,3.94,few clouds
636,Upata,VE,8.0086,-62.3989,75.2,96,41,3.76,scattered clouds
637,Havelock,US,34.8791,-76.9013,84.18,87,0,4.61,clear sky
638,Erie,US,42.7667,-78.6664,79.02,84,100,1.01,overcast clouds
639,Coos Bay,US,43.3665,-124.2179,63.32,97,100,8.05,overcast clouds
640,Santa Quiteria,BR,-4.3319,-40.1567,72.81,57,5,4.45,clear sky
641,Saint Pete Beach,US,27.7253,-82.7412,82.02,71,0,0.0,clear sky
642,Kenitra,MA,34.261,-6.5802,72.36,88,30,2.82,scattered clouds
643,Parabel,RU,58.6978,81.4825,64.08,79,11,7.92,few clouds
644,Colon,PA,9.3592,-79.9014,79.45,88,100,1.99,overcast clouds
645,Odweyne,SO,9.4092,45.064,69.1,62,77,21.03,broken clouds
646,Ous,RU,60.9058,61.5186,73.47,61,86,2.46,overcast clouds
647,Rotifunk,SL,8.2333,-12.6833,73.45,96,97,2.59,light rain
648,Saint-Francois,FR,46.4154,3.9054,53.67,76,0,0.0,clear sky
649,Colares,PT,38.7992,-9.4469,66.76,72,5,3.0,clear sky
650,Sudak,UA,44.85,34.9667,74.61,67,0,10.56,clear sky
651,Kaseda,JP,31.4167,130.3167,85.75,71,47,5.84,scattered clouds
652,Limbang,MY,4.75,115.0,87.91,48,85,1.3,overcast clouds
653,Oudtshoorn,ZA,-33.5907,22.2014,55.76,86,85,1.45,overcast clouds
654,Kaputa,ZM,-8.4689,29.6619,64.78,51,0,4.12,clear sky
655,Omboue,GA,-1.5746,9.2618,70.97,79,99,6.91,overcast clouds
656,Darlawn,IN,24.0167,92.9,74.8,93,87,1.45,light rain
657,Pyapon,MM,16.2833,95.6833,76.37,94,100,7.67,overcast clouds
658,Progreso,MX,21.2833,-89.6667,76.1,86,91,9.28,overcast clouds
659,Abilene,US,32.4487,-99.7331,89.89,34,0,11.5,clear sky
660,Bayangol,RU,50.6977,103.4656,66.74,50,19,2.13,few clouds
661,Alyangula,AU,-13.8483,136.4192,80.65,56,0,16.44,clear sky
662,Presidente Medici,BR,-11.1753,-61.9014,79.29,59,71,1.39,broken clouds
663,Zhangye,CN,38.9342,100.4517,80.37,31,44,9.89,scattered clouds
664,Kautokeino,NO,69.0125,23.0412,48.56,79,100,10.96,overcast clouds
665,Elko,US,41.0002,-115.5012,80.22,32,11,5.01,few clouds
666,Gazli,UZ,40.1333,63.45,83.84,27,0,9.28,clear sky
667,Vangaindrano,MG,-23.35,47.6,62.13,92,1,2.91,clear sky
668,Mamallapuram,IN,12.6264,80.1722,84.25,63,100,16.24,overcast clouds
669,Gawler,AU,-34.6,138.7333,60.49,56,1,4.79,clear sky
670,Wellington,NZ,-41.2866,174.7756,46.06,95,100,35.68,mist
671,San Cristobal,VE,7.7669,-72.225,73.58,97,95,2.57,overcast clouds
672,Miracema Do Tocantins,BR,-9.5618,-48.3967,80.56,36,72,3.27,broken clouds
673,Monrovia,LR,6.3005,-10.7969,75.63,80,100,9.13,overcast clouds
674,Yelovo,RU,57.0538,54.9207,72.09,65,40,2.64,scattered clouds
675,Ghanzi,BW,-21.5667,21.7833,58.5,37,25,6.85,scattered clouds
676,Maloy,NO,61.9353,5.1136,53.33,62,100,15.5,overcast clouds
677,South Lake Tahoe,US,38.9332,-119.9844,80.49,39,100,4.61,overcast clouds
678,Tazmalt,DZ,36.3868,4.3989,76.12,38,0,2.26,clear sky
679,Ayan,RU,56.45,138.1667,54.72,95,100,23.94,moderate rain
680,Mundo Nuevo,MX,18.7,-95.5,80.8,74,12,9.98,few clouds
681,Gaya,IN,24.7833,85.0,85.91,79,20,5.75,haze
682,Svetlyy,RU,54.675,20.1347,56.97,81,95,4.7,overcast clouds
683,Cabedelo,BR,-6.9811,-34.8339,70.47,76,1,12.26,clear sky
684,Iskateley,RU,67.6803,53.1512,56.97,76,88,13.06,overcast clouds
685,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,47.08,89,6,7.14,clear sky
686,Regina,CA,50.4501,-104.6178,73.04,64,43,8.99,scattered clouds
